Data,Temperatura,Wilogtność powietrza,Prędkość wiatru,Zachmurzenie
2018-01-16,-4.36,29.6,3.41,6.25
2018-01-17,-1.16,31.62,1.98,6.29
2018-01-18,-0.12,30.83,2.68,6.81
2018-01-19,0.25,30.8,2.61,6.91
2018-01-20,-1.71,33.14,0.92,6.9
2018-01-21,-2.57,33.82,1.2,7.61
2018-01-22,-4.47,31.72,1.26,6.28
2018-01-23,-5.33,30.96,1.01,6.48
2018-01-24,-0.55,32.04,2.35,6.9
2018-01-25,2.67,28.79,2.23,5.27
2018-01-26,0.94,29.95,1.32,5.84
2018-01-27,0.61,33.09,0.81,6.57
2018-01-28,2.93,31.32,2.74,7.34
2018-01-29,6.05,31.83,3.25,6.88
2018-01-30,3.65,28.98,3.89,6.72
2018-01-31,1.5,29.08,2.09,5.63
2018-02-01,3.39,30.77,2.03,7.13
2018-02-02,1.31,33.82,0.87,7.22
2018-02-03,-0.62,33.87,0.91,7.44
2018-02-04,-1.31,32.66,1.3,7.62
2018-02-05,-4.25,30.38,1.31,6.27
2018-02-06,-7.78,28.91,1.25,3.29
2018-02-07,-5.22,30.65,1.1,5.72
2018-02-08,-2.5,33.27,1.41,7.2
2018-02-09,-3.28,32.77,1.12,7.16
2018-02-10,-3.25,32.79,0.76,7.7
2018-02-11,-2.47,31.19,1.13,7.04
2018-02-12,-1.18,32.52,0.92,7.19
2018-02-13,-1.31,33.11,0.84,6.97
2018-02-14,-2.13,33.17,1.52,7.81
2018-02-15,-3.12,32.05,1.07,7.16
2018-02-16,-1.61,31.43,1.59,6.78
2018-02-17,-1.84,31.5,1.25,6.05
2018-02-18,-1.63,31.52,1.29,6.93
2018-02-19,-2.94,28.72,0.96,4.54
2018-02-20,-3.74,28.7,1.51,5.38
2018-02-21,-4.12,31.04,1.23,6.48
2018-02-22,-5.0,29.71,1.82,6.61
2018-02-23,-6.16,30.05,1.47,6.21
2018-02-24,-8.46,28.33,2.25,6.0
2018-02-25,-12.64,27.38,1.34,5.2
2018-02-26,-13.2,27.39,1.45,4.98
2018-02-27,-13.52,26.5,2.3,6.09
2018-02-28,-12.6,27.18,1.99,5.9
2018-03-01,-13.78,27.26,1.04,2.89
2018-03-02,-12.24,27.48,1.42,4.82
2018-03-03,-11.55,28.53,1.06,3.84
2018-03-04,-9.28,26.85,1.04,2.26
2018-03-05,-4.31,25.88,1.77,4.65
2018-03-06,0.48,30.47,1.59,6.62
2018-03-07,1.79,34.1,1.48,7.4
2018-03-08,2.67,32.01,1.4,5.88
2018-03-09,2.38,30.66,2.15,5.0
2018-03-10,3.09,31.35,1.11,6.11
2018-03-11,6.28,30.88,1.78,5.02
2018-03-12,8.44,30.54,2.7,6.12
2018-03-13,7.47,30.87,2.01,6.67
2018-03-14,4.42,33.5,1.59,7.63
2018-03-15,1.8,32.62,1.45,7.19
2018-03-16,0.22,32.28,2.74,7.52
2018-03-17,-4.56,28.88,3.04,6.43
2018-03-18,-7.14,26.86,3.02,5.67
2018-03-19,-6.19,28.42,1.52,5.92
2018-03-20,-4.53,29.23,1.42,6.91
2018-03-21,-3.46,27.78,1.8,5.08
2018-03-22,-2.63,27.39,1.5,4.11
2018-03-23,-1.24,30.01,0.98,5.41
2018-03-24,0.25,28.68,1.04,4.37
2018-03-25,1.64,27.35,1.38,2.19
2018-03-26,1.62,28.82,1.06,5.97
2018-03-27,1.2,32.13,1.33,7.02
2018-03-28,0.96,29.01,1.65,6.57
2018-03-29,3.64,32.97,2.28,7.6
2018-03-30,5.04,29.85,1.56,5.62
2018-03-31,6.58,32.55,2.24,7.34
2018-04-01,4.54,35.14,2.92,7.92
2018-04-02,3.04,29.23,3.05,4.94
2018-04-03,7.02,25.24,2.11,4.55
2018-04-04,11.21,24.04,2.33,4.73
2018-04-05,11.23,25.57,1.77,4.86
2018-04-06,6.93,27.51,2.24,4.56
2018-04-07,6.96,23.9,1.81,2.55
2018-04-08,12.85,23.71,2.76,2.5
2018-04-09,15.18,21.99,2.46,1.76
2018-04-10,13.01,25.5,1.76,3.58
2018-04-11,11.54,28.3,1.89,4.53
2018-04-12,13.07,26.83,2.28,2.6
2018-04-13,14.46,26.5,2.57,4.4
2018-04-14,13.06,25.74,1.37,2.81
2018-04-15,13.58,24.57,1.62,4.85
2018-04-16,15.19,28.19,1.38,7.42
2018-04-17,12.68,32.36,1.81,6.7
2018-04-18,11.56,27.49,1.7,2.87
2018-04-19,13.15,25.82,2.41,2.1
2018-04-20,12.36,23.51,1.21,1.22
2018-04-21,14.92,20.26,2.34,1.53
2018-04-22,12.33,23.1,1.44,2.07
2018-04-23,12.71,24.47,1.34,5.12
2018-04-24,13.46,28.67,1.82,5.92
2018-04-25,14.27,26.56,2.68,5.28
2018-04-26,10.91,30.28,1.67,6.03
2018-04-27,8.75,28.0,1.14,3.13
2018-04-28,13.59,23.62,1.54,3.04
2018-04-29,17.02,25.86,1.79,3.78
2018-04-30,18.85,23.67,2.4,3.45
2018-05-01,16.8,23.92,1.88,3.71
2018-05-02,14.9,26.36,1.25,4.82
2018-05-03,17.81,23.78,1.35,3.18
2018-05-04,14.63,27.36,1.73,3.53
2018-05-05,12.86,24.89,1.78,2.8
2018-05-06,12.29,23.55,1.68,1.32
2018-05-07,13.2,23.23,1.59,1.65
2018-05-08,14.79,26.22,1.57,4.98
2018-05-09,16.75,26.25,1.46,4.5
2018-05-10,17.58,25.02,1.86,3.43
2018-05-11,16.77,26.38,1.3,4.4
2018-05-12,15.92,24.33,1.37,3.18
2018-05-13,15.52,21.23,1.94,2.3
2018-05-14,12.81,24.89,1.77,3.64
2018-05-15,12.06,29.98,1.4,5.58
2018-05-16,12.51,33.1,1.38,7.28
2018-05-17,13.0,33.27,2.25,7.47
2018-05-18,12.92,33.31,2.25,6.85
2018-05-19,13.16,28.62,1.75,4.94
2018-05-20,13.01,25.1,1.47,2.9
2018-05-21,13.21,23.21,1.74,2.72
2018-05-22,15.05,26.33,1.48,3.48
2018-05-23,16.11,28.41,1.17,4.28
2018-05-24,16.62,25.98,1.91,3.47
2018-05-25,16.24,26.84,1.34,4.47
2018-05-26,17.32,29.96,1.12,5.1
2018-05-27,18.6,27.67,1.27,3.32
2018-05-28,19.36,23.61,1.54,1.89
2018-05-29,19.05,21.99,1.67,2.31
2018-05-30,19.98,22.65,1.16,2.61
2018-05-31,20.64,22.57,1.01,3.02
2018-06-01,20.24,23.41,1.26,3.41
2018-06-02,19.03,30.02,1.21,5.65
2018-06-03,19.05,29.29,1.27,4.85
2018-06-04,19.21,27.37,1.32,3.6
2018-06-05,18.26,27.14,1.62,4.1
2018-06-06,14.11,21.21,1.89,2.62
2018-06-07,15.79,20.33,1.36,2.62
2018-06-08,18.95,22.38,1.04,2.98
2018-06-09,20.41,23.11,1.24,3.97
2018-06-10,20.52,24.39,1.18,5.26
2018-06-11,20.07,29.3,1.61,4.61
2018-06-12,17.56,30.19,1.72,6.1
2018-06-13,15.57,30.1,1.23,7.0
2018-06-14,15.78,30.35,1.39,6.68
2018-06-15,17.08,27.28,1.23,5.41
2018-06-16,18.44,25.84,1.14,4.32
2018-06-17,19.4,24.15,1.14,4.5
2018-06-18,18.44,29.21,1.08,6.7
2018-06-19,19.78,25.48,1.47,5.06
2018-06-20,20.06,24.12,1.04,3.2
2018-06-21,21.29,23.83,2.26,3.96
2018-06-22,13.87,26.66,2.12,6.53
2018-06-23,11.21,29.86,1.67,7.17
2018-06-24,12.29,31.39,1.79,7.12
2018-06-25,13.07,32.23,1.23,6.96
2018-06-26,13.66,32.0,1.03,6.25
2018-06-27,15.4,30.03,1.77,6.5
2018-06-28,18.11,30.12,1.92,6.72
2018-06-29,19.45,27.73,1.85,5.56
2018-06-30,13.99,27.18,2.74,6.48
2018-07-01,11.85,28.63,2.01,6.53
2018-07-02,12.66,28.55,2.03,5.74
2018-07-03,15.65,24.72,1.65,4.2
2018-07-04,18.64,21.2,1.46,2.41
2018-07-05,20.45,20.25,1.52,2.24
2018-07-06,19.16,26.85,1.49,5.09
2018-07-07,18.48,25.2,1.69,4.18
2018-07-08,18.19,25.61,1.5,4.26
2018-07-09,18.43,25.42,1.16,4.04
2018-07-10,18.6,25.88,1.21,5.03
2018-07-11,18.16,30.04,0.96,6.66
2018-07-12,17.51,30.19,1.58,5.36
2018-07-13,17.13,31.02,1.82,6.37
2018-07-14,17.48,32.51,2.18,6.56
2018-07-15,17.74,30.81,1.83,5.78
2018-07-16,18.1,31.79,1.59,5.98
2018-07-17,17.91,34.83,1.65,7.71
2018-07-18,18.92,34.85,1.73,7.47
2018-07-19,18.87,33.82,1.79,7.16
2018-07-20,19.69,30.28,1.42,5.12
2018-07-21,19.52,26.21,1.06,2.43
2018-07-22,19.74,27.21,0.88,4.16
2018-07-23,20.26,26.87,1.76,3.66
2018-07-24,20.54,26.69,1.72,3.7
2018-07-25,20.05,29.46,1.37,4.6
2018-07-26,20.35,31.18,1.23,5.1
2018-07-27,21.09,30.45,1.23,4.46
2018-07-28,21.75,29.81,0.96,3.89
2018-07-29,21.95,30.54,1.3,4.73
2018-07-30,21.79,29.9,1.19,3.93
2018-07-31,22.13,28.98,1.26,4.64
2018-08-01,22.57,29.5,1.16,4.38
2018-08-02,22.83,28.4,1.1,3.24
2018-08-03,22.11,26.58,1.06,2.45
2018-08-04,21.81,25.8,0.87,2.24
2018-08-05,20.63,29.16,1.52,4.82
2018-08-06,18.92,27.79,1.38,3.95
2018-08-07,19.74,24.94,1.04,1.85
2018-08-08,21.75,24.61,1.53,2.99
2018-08-09,23.36,24.44,1.52,2.49
2018-08-10,22.31,26.35,1.96,4.49
2018-08-11,17.94,34.17,1.14,6.53
2018-08-12,17.22,27.24,1.36,3.35
2018-08-13,19.87,25.49,1.4,2.46
2018-08-14,20.14,29.35,1.47,5.05
2018-08-15,18.5,31.86,1.33,6.41
2018-08-16,18.18,30.26,0.82,3.51
2018-08-17,19.02,29.54,1.03,2.72
2018-08-18,19.65,29.93,0.81,3.84
2018-08-19,19.88,29.02,0.81,3.04
2018-08-20,20.75,26.63,1.43,2.8
2018-08-21,18.57,28.06,1.42,3.92
2018-08-22,17.14,27.73,0.93,1.72
2018-08-23,19.76,25.61,1.22,2.15
2018-08-24,20.71,28.31,1.54,5.16
2018-08-25,16.65,34.35,1.01,7.34
2018-08-26,12.97,34.66,1.32,7.2
2018-08-27,12.95,31.17,0.85,5.06
2018-08-28,15.08,29.97,1.24,5.69
2018-08-29,14.72,30.59,0.82,2.76
2018-08-30,16.2,29.34,1.23,3.39
2018-08-31,16.43,32.54,1.18,6.4
2018-09-01,16.9,30.91,1.24,4.68
2018-09-02,18.05,29.58,1.5,4.33
2018-09-03,17.46,29.82,1.27,3.9
2018-09-04,17.05,31.83,0.89,5.82
2018-09-05,16.51,33.07,1.07,5.92
2018-09-06,15.76,32.61,0.85,4.52
2018-09-07,15.52,31.04,0.87,4.18
2018-09-08,15.28,32.2,1.1,5.82
2018-09-09,14.7,32.14,0.89,5.16
2018-09-10,14.66,30.25,0.95,3.05
2018-09-11,15.66,28.8,1.15,5.72
2018-09-12,18.07,25.78,1.38,2.38
2018-09-13,16.42,30.51,0.85,4.25
2018-09-14,15.21,34.03,0.89,6.86
2018-09-15,14.45,33.86,1.13,5.77
2018-09-16,12.58,31.1,0.99,3.44
2018-09-17,13.99,29.43,1.1,3.56
2018-09-18,15.83,29.92,1.08,3.09
2018-09-19,16.52,28.03,1.09,1.74
2018-09-20,16.55,28.88,0.86,2.47
2018-09-21,17.05,26.46,1.88,2.64
2018-09-22,12.24,31.66,1.83,6.64
2018-09-23,10.78,31.02,2.24,6.28
2018-09-24,8.1,32.69,3.38,6.75
2018-09-25,5.93,31.47,2.18,5.33
2018-09-26,6.23,29.19,1.97,4.36
2018-09-27,11.88,28.17,2.21,6.03
2018-09-28,12.13,28.34,2.1,4.43
2018-09-29,6.94,31.64,1.36,3.4
2018-09-30,5.89,28.39,1.38,2.32
2018-10-01,7.74,29.66,1.14,4.44
2018-10-02,7.52,32.58,1.86,6.67
2018-10-03,7.8,31.12,3.62,6.45
2018-10-04,7.11,31.68,2.01,4.56
2018-10-05,8.41,30.16,1.4,3.25
2018-10-06,10.89,28.11,2.13,1.91
2018-10-07,13.15,29.89,1.73,5.18
2018-10-08,9.2,32.6,0.87,5.37
2018-10-09,9.45,33.19,0.82,3.92
2018-10-10,10.52,32.49,0.75,2.63
2018-10-11,11.76,30.11,1.25,2.23
2018-10-12,11.86,29.81,1.07,1.39
2018-10-13,11.28,30.75,0.93,1.88
2018-10-14,11.58,28.19,1.48,1.84
2018-10-15,10.76,26.76,1.26,1.24
2018-10-16,10.12,27.96,1.01,2.24
2018-10-17,10.26,30.1,0.68,3.35
2018-10-18,10.25,31.32,0.6,4.18
2018-10-19,9.89,35.06,1.0,6.94
2018-10-20,8.31,34.83,0.92,7.24
2018-10-21,5.91,34.79,1.03,6.35
2018-10-22,5.33,34.09,1.24,5.36
2018-10-23,5.77,34.18,3.43,7.55
2018-10-24,5.3,30.02,4.44,6.01
2018-10-25,5.78,33.94,3.15,7.17
2018-10-26,7.2,31.89,1.87,6.6
2018-10-27,8.02,31.35,1.81,7.38
2018-10-28,6.2,34.98,1.67,7.44
2018-10-29,9.24,35.14,2.19,6.38
2018-10-30,14.57,27.01,3.73,4.48
2018-10-31,9.49,28.85,1.64,1.52
2018-11-01,10.07,30.02,2.36,4.33
2018-11-02,12.57,32.27,1.18,5.14
2018-11-03,10.6,35.21,1.13,7.15
2018-11-04,10.04,35.09,1.41,6.88
2018-11-05,10.59,31.88,1.5,4.63
2018-11-06,9.54,29.46,1.59,2.03
2018-11-07,8.64,30.92,1.65,2.64
2018-11-08,6.75,33.47,0.69,3.78
2018-11-09,6.35,35.49,0.9,5.61
2018-11-10,6.42,34.58,1.32,5.12
2018-11-11,6.05,33.68,1.92,4.3
2018-11-12,7.13,33.16,1.75,4.11
2018-11-13,8.25,32.78,1.65,5.52
2018-11-14,7.41,34.27,2.04,7.37
2018-11-15,5.35,34.82,1.08,7.3
2018-11-16,2.48,33.11,1.79,6.37
2018-11-17,-1.15,31.57,1.33,3.19
2018-11-18,-1.85,33.56,0.8,6.26
2018-11-19,-0.06,33.69,2.19,7.67
2018-11-20,0.11,32.34,2.59,6.94
2018-11-21,-0.35,33.58,2.17,7.63
2018-11-22,-0.7,33.96,1.1,7.66
2018-11-23,-0.11,34.54,1.11,7.4
2018-11-24,2.1,35.14,1.7,7.52
2018-11-25,3.68,36.12,0.74,7.45
2018-11-26,1.2,34.52,2.22,7.25
2018-11-27,-2.31,33.15,1.49,6.75
2018-11-28,-3.46,32.55,1.33,5.01
2018-11-29,-5.79,29.3,2.49,2.53
2018-11-30,-5.95,27.51,2.22,3.26
2018-12-01,-7.59,30.67,1.42,5.05
2018-12-02,-1.46,33.23,2.58,5.9
2018-12-03,3.34,35.85,2.23,7.29
2018-12-04,4.57,35.64,2.27,7.2
2018-12-05,0.18,33.49,1.97,4.27
2018-12-06,-1.61,33.14,1.27,5.98
2018-12-07,2.82,35.87,2.37,7.83
2018-12-08,3.9,33.67,2.59,6.4
2018-12-09,3.3,34.77,2.92,7.33
2018-12-10,2.27,34.37,2.57,7.35
2018-12-11,0.09,35.56,1.29,7.16
2018-12-12,-0.62,36.04,0.97,7.44
2018-12-13,-1.39,35.06,1.06,7.49
2018-12-14,-1.92,35.23,1.08,7.73
2018-12-15,-2.12,34.39,1.74,7.74
2018-12-16,-3.41,34.52,1.27,6.37
2018-12-17,-3.77,34.42,0.81,7.29
2018-12-18,-1.89,35.17,0.69,7.19
2018-12-19,-3.56,32.73,1.91,5.6
2018-12-20,-2.64,33.87,1.92,7.66
2018-12-21,0.39,34.04,2.42,7.28
2018-12-22,3.69,34.49,3.33,7.68
2018-12-23,2.29,35.24,1.89,7.64
2018-12-24,0.05,34.96,2.42,7.75
2018-12-25,-0.75,35.31,2.09,7.87
2018-12-26,2.04,34.74,2.85,7.68
2018-12-27,3.36,36.31,2.27,7.83
2018-12-28,3.76,35.77,2.34,7.74
2018-12-29,2.68,35.93,1.65,7.77
2018-12-30,2.7,36.1,1.67,7.66
2018-12-31,1.12,35.53,2.11,7.56
2019-01-01,1.52,32.5,3.14,7.17
2019-01-02,0.03,32.66,3.62,7.7
2019-01-03,-3.51,29.7,2.97,6.86
2019-01-04,-4.39,31.59,2.1,7.25
2019-01-05,-1.18,33.38,2.46,7.45
2019-01-06,-3.91,30.9,2.24,7.6
2019-01-07,-6.74,31.41,1.1,6.39
2019-01-08,-4.19,32.32,2.81,7.51
2019-01-09,-2.98,32.59,1.42,7.69
2019-01-10,-4.88,31.99,1.14,7.5
2019-01-11,-6.83,31.17,1.66,6.65
2019-01-12,-1.54,32.99,2.25,7.42
2019-01-13,0.97,33.86,2.76,7.67
2019-01-14,-0.22,30.95,4.01,6.91
2019-01-15,-1.59,31.48,3.35,7.34
2019-01-16,1.68,33.41,2.22,7.68
2019-01-17,2.46,29.14,3.01,6.43
2019-01-18,0.3,30.58,2.63,6.41
2019-01-19,-5.01,30.23,1.01,4.12
2019-01-20,-5.46,30.41,0.78,5.76
2019-01-21,-6.73,31.31,1.15,6.0
2019-01-22,-8.2,29.82,1.06,4.45
2019-01-23,-7.75,29.11,1.7,6.81
2019-01-24,-7.1,29.87,2.04,6.86
2019-01-25,-6.75,30.22,1.31,7.7
2019-01-26,-5.34,30.57,1.2,7.59
2019-01-27,-2.0,31.33,2.32,7.25
2019-01-28,-0.26,31.8,1.53,6.88
2019-01-29,-0.76,32.42,1.4,6.56
2019-01-30,-1.65,32.04,0.94,5.96
2019-01-31,-1.8,33.06,0.93,5.86
2019-02-01,-0.96,30.97,2.47,5.79
2019-02-02,4.61,29.68,2.65,6.96
2019-02-03,3.8,31.81,1.49,7.19
2019-02-04,0.39,31.57,1.92,7.43
2019-02-05,-1.18,30.8,1.19,5.26
2019-02-06,-0.94,30.18,1.34,5.45
2019-02-07,-0.7,26.54,1.88,3.18
2019-02-08,0.37,29.31,1.4,4.96
2019-02-09,1.29,28.01,2.53,5.25
2019-02-10,3.17,27.5,3.1,4.94
2019-02-11,3.13,30.79,2.64,7.38
2019-02-12,0.34,28.41,3.24,6.51
2019-02-13,0.96,31.46,2.87,7.38
2019-02-14,4.12,30.25,2.07,6.88
2019-02-15,3.07,31.78,1.16,5.72
2019-02-16,2.93,28.65,1.17,2.6
2019-02-17,3.81,27.23,1.38,3.26
2019-02-18,3.45,29.1,0.92,3.2
2019-02-19,3.87,26.36,1.91,2.82
2019-02-20,4.21,27.94,2.81,6.88
2019-02-21,3.96,29.86,2.05,7.54
2019-02-22,-1.66,26.08,3.01,3.9
2019-02-23,-5.57,25.26,1.12,3.47
2019-02-24,-0.66,23.41,1.45,6.18
2019-02-25,2.66,25.78,2.04,3.97
2019-02-26,4.56,27.08,3.02,5.68
2019-02-27,3.35,28.39,2.22,3.67
2019-02-28,5.77,22.89,3.26,2.68
2019-03-01,2.69,28.83,2.09,6.48
2019-03-02,-1.28,27.27,1.27,5.07
2019-03-03,3.06,28.7,2.53,6.84
2019-03-04,9.1,24.48,3.12,6.13
2019-03-05,5.69,25.59,3.93,5.71
2019-03-06,3.76,27.9,1.89,4.12
2019-03-07,7.48,23.1,2.75,5.73
2019-03-08,8.21,23.37,3.5,5.09
2019-03-09,4.97,27.63,2.95,5.99
2019-03-10,4.49,26.82,3.47,6.44
2019-03-11,2.26,28.33,3.06,6.29
2019-03-12,0.8,28.44,2.21,5.07
2019-03-13,2.28,24.74,2.55,6.67
2019-03-14,3.66,28.37,2.44,5.8
2019-03-15,4.3,30.66,2.69,7.13
2019-03-16,4.88,26.28,3.78,6.93
2019-03-17,8.56,26.44,2.42,4.29
2019-03-18,5.81,28.55,2.06,6.8
2019-03-19,2.56,27.29,1.54,5.25
2019-03-20,1.84,26.54,1.33,3.17
2019-03-21,5.35,26.8,1.85,5.96
2019-03-22,7.61,29.47,1.46,6.19
2019-03-23,6.85,25.99,1.22,2.69
2019-03-24,6.1,26.63,1.4,5.52
2019-03-25,3.87,28.47,1.66,6.94
2019-03-26,2.56,28.98,3.13,6.94
2019-03-27,1.99,26.75,1.9,3.51
2019-03-28,4.84,30.58,1.21,6.37
2019-03-29,5.6,28.91,1.86,5.53
2019-03-30,7.46,27.26,1.17,3.28
2019-03-31,7.72,24.92,1.76,3.02
2019-04-01,4.17,22.33,1.82,1.82
2019-04-02,5.21,17.35,2.68,1.54
2019-04-03,8.55,16.87,3.01,3.39
2019-04-04,10.04,17.67,2.83,3.27
2019-04-05,10.89,19.36,1.58,3.66
2019-04-06,9.16,24.07,1.9,5.28
2019-04-07,8.59,26.38,1.09,3.15
2019-04-08,8.53,26.05,1.13,3.89
2019-04-09,7.2,25.8,1.69,4.94
2019-04-10,4.45,24.52,1.98,6.27
2019-04-11,2.95,27.25,1.87,7.11
2019-04-12,2.16,26.76,1.81,7.15
2019-04-13,3.23,28.19,1.68,6.84
2019-04-14,5.99,21.06,2.2,4.18
2019-04-15,4.33,19.9,1.59,1.34
2019-04-16,4.43,21.9,1.7,2.88
2019-04-17,8.05,23.57,1.37,4.68
2019-04-18,9.29,22.17,1.26,2.1
2019-04-19,9.94,19.19,1.41,1.23
2019-04-20,9.78,19.03,1.45,2.79
2019-04-21,8.99,23.33,1.5,3.96
2019-04-22,9.3,24.65,2.62,4.28
2019-04-23,11.15,18.1,3.84,4.81
2019-04-24,13.23,20.04,3.27,5.14
2019-04-25,16.62,20.65,2.29,2.8
2019-04-26,17.65,19.72,1.99,3.61
2019-04-27,13.9,28.27,1.92,7.11
2019-04-28,9.63,32.08,1.91,7.87
2019-04-29,10.71,30.38,1.21,6.63
2019-04-30,10.59,27.16,1.5,6.04
2019-05-01,10.53,24.72,1.88,4.81
2019-05-02,11.28,25.98,3.0,5.06
2019-05-03,8.7,27.62,1.63,6.9
2019-05-04,7.62,26.64,1.38,5.84
2019-05-05,5.8,29.99,1.95,6.85
2019-05-06,5.61,24.39,1.93,6.74
2019-05-07,7.13,23.67,2.05,5.21
2019-05-08,7.71,22.06,1.61,3.55
2019-05-09,9.23,25.62,2.16,6.8
2019-05-10,10.59,30.9,1.18,6.3
2019-05-11,11.77,28.8,1.33,5.31
2019-05-12,11.4,29.23,1.64,6.58
2019-05-13,7.83,30.63,2.02,7.14
2019-05-14,5.44,32.59,1.75,7.46
2019-05-15,7.93,34.63,1.46,7.92
2019-05-16,11.81,33.25,1.39,6.96
2019-05-17,14.08,31.97,1.26,6.07
2019-05-18,15.49,29.59,1.26,4.26
2019-05-19,16.12,29.69,1.55,4.54
2019-05-20,16.77,27.93,2.15,5.65
2019-05-21,14.46,30.99,1.69,6.97
2019-05-22,13.84,32.2,1.83,7.08
2019-05-23,12.78,32.64,1.81,7.35
2019-05-24,12.79,30.49,1.17,6.42
2019-05-25,14.61,26.0,1.62,4.33
2019-05-26,14.66,25.99,1.53,4.6
2019-05-27,17.14,25.21,1.76,5.57
2019-05-28,16.27,31.99,2.0,6.58
2019-05-29,12.19,31.03,1.92,6.8
2019-05-30,10.72,26.88,1.22,5.91
2019-05-31,14.33,25.8,1.04,4.8
2019-06-01,16.47,28.58,1.15,4.39
2019-06-02,18.26,26.48,1.15,2.91
2019-06-03,19.01,23.21,1.45,1.68
2019-06-04,20.15,23.24,1.39,2.53
2019-06-05,20.16,24.72,1.87,2.77
2019-06-06,19.6,25.88,1.96,3.65
2019-06-07,19.24,28.57,1.19,4.54
2019-06-08,19.78,26.62,1.38,3.94
2019-06-09,18.53,22.75,1.38,2.53
2019-06-10,21.44,24.19,1.91,3.03
2019-06-11,23.32,22.82,1.88,1.82
2019-06-12,24.11,21.39,1.93,1.73
2019-06-13,23.24,24.28,1.54,3.11
2019-06-14,22.22,27.62,1.32,3.79
2019-06-15,23.67,25.2,1.57,3.23
2019-06-16,21.21,27.41,1.81,4.83
2019-06-17,18.07,27.17,1.47,4.61
2019-06-18,18.62,25.49,1.19,4.14
2019-06-19,20.73,26.32,1.24,4.75
2019-06-20,21.29,27.36,1.06,5.48
2019-06-21,20.1,30.13,1.03,6.05
2019-06-22,18.73,27.14,1.52,4.95
2019-06-23,18.81,23.79,1.71,4.76
2019-06-24,19.65,24.5,1.53,3.96
2019-06-25,22.35,23.11,1.37,2.26
2019-06-26,25.4,22.73,1.49,2.24
2019-06-27,22.53,23.95,3.13,2.95
2019-06-28,16.89,24.68,2.12,3.96
2019-06-29,18.7,21.31,1.82,2.52
2019-06-30,23.49,18.62,1.6,0.89
2019-07-01,24.24,19.56,2.47,3.79
2019-07-02,20.06,22.24,2.55,4.14
2019-07-03,15.69,19.28,2.37,2.96
2019-07-04,15.1,19.25,1.92,3.0
2019-07-05,15.73,22.32,2.24,6.45
2019-07-06,17.93,22.62,1.75,5.6
2019-07-07,17.15,24.76,2.48,5.37
2019-07-08,13.86,23.73,2.66,5.77
2019-07-09,13.57,25.12,2.44,5.57
2019-07-10,13.78,27.66,2.33,6.59
2019-07-11,14.39,26.86,1.46,5.06
2019-07-12,15.72,24.18,1.08,4.61
2019-07-13,15.83,28.83,1.0,6.67
2019-07-14,15.48,28.28,1.37,5.58
2019-07-15,15.41,23.79,1.3,3.28
2019-07-16,15.0,25.58,2.19,4.98
2019-07-17,15.41,26.64,2.17,5.28
2019-07-18,16.24,24.17,1.03,3.24
2019-07-19,18.04,22.56,1.25,4.79
2019-07-20,20.16,25.27,1.11,4.97
2019-07-21,20.24,27.48,1.57,5.79
2019-07-22,18.98,25.89,1.7,5.55
2019-07-23,17.77,29.48,1.29,6.81
2019-07-24,19.23,28.44,0.92,5.21
